HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.base_sentence,Input.phrase,Input.edited_sentence,Answer.sentiment.label
3FJ2RVH2506NMNUMWN2KYTETX5H29Z,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:25 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:25 PST 2020,,,3OVHNO1VE71RI889NDL2VK3FUDLZD8,A681XM15AN28F,Submitted,Sat Feb 22 15:47:05 PST 2020,Sat Feb 22 15:47:39 PST 2020,Tue Feb 25 15:47:39 PST 2020,,,,34,0% (0/0),0% (0/0),0% (0/0),There is a connection to the Norfolk Southern Railway line at Milton ( as well as an indirect connection to Canadian Pacific Railway service ) .,at Sunbury,There is a connection to the Norfolk Southern Railway line at Milton ( as well as an indirect connection to Canadian Pacific Railway service at Sunbury ) .,"Adding spammy, useless or derogatory content"
3XDSWAMB23S6C43AAI2CW1D4JWYCQ4,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:32 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:32 PST 2020,,,3DUZQ9U6SNOGBDMHJ6RO5DCJ75QSVW,A2V3GBDTA9KEU0,Submitted,Sat Feb 22 15:54:18 PST 2020,Sat Feb 22 15:54:58 PST 2020,Tue Feb 25 15:54:58 PST 2020,,,,40,0% (0/0),0% (0/0),0% (0/0),"In 1969 , wanting to give back to the region that gave her family it 's start , Nancy Reynolds Bagley Verney , deeded 710 acres of the Homestead to Virginia Tech and another 7 acres in 1980 .",first,"In 1969 , wanting to give back to the region that first gave her family it 's start , Nancy Reynolds Bagley Verney , deeded 710 acres of the Homestead to Virginia Tech and another 7 acres in 1980 .","Copy Editing(Rephrase without changing meaning,  improve grammar etc)"
3S8A4GJRD4391VQQMQJJGOK2421V6O,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:25 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:25 PST 2020,,,31LM9EDVOMSA45UIULWJ3VRJPJBJNQ,A3QZMGTVA4VO44,Submitted,Sat Feb 22 15:48:56 PST 2020,Sat Feb 22 15:49:25 PST 2020,Tue Feb 25 15:49:25 PST 2020,,,,29,0% (0/0),0% (0/0),0% (0/0),"Humorism , or humoralism , is a discredited theory of the makeup and workings of the human body adopted by Greek and Roman physicians and philosophers .",now,"Humorism , or humoralism , is a now discredited theory of the makeup and workings of the human body adopted by Greek and Roman physicians and philosophers .","Adding spammy, useless or derogatory content"
3TX9T2ZCBA1O4UA6E5LQZOWBGF0ZWT,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:32 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:32 PST 2020,,,3DIP6YHAPDSHQILMAIW9OIOWVGH8E7,A2V3GBDTA9KEU0,Submitted,Sat Feb 22 15:54:49 PST 2020,Sat Feb 22 15:55:18 PST 2020,Tue Feb 25 15:55:18 PST 2020,,,,29,0% (0/0),0% (0/0),0% (0/0),Doncaster Demonstration Forest is a state park in the state of Maryland .,near Nanjemoy,Doncaster Demonstration Forest is a state park in the state of Maryland near Nanjemoy .,"Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
33NKDW9FFYIQL14MWWX4Q99XGZLCX1,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:35 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:35 PST 2020,,,3UWN2HHPUZ5338D8HF5XVWI6L2OSNF,A681XM15AN28F,Submitted,Sat Feb 22 15:53:52 PST 2020,Sat Feb 22 15:54:04 PST 2020,Tue Feb 25 15:54:04 PST 2020,,,,12,0% (0/0),0% (0/0),0% (0/0),At thirteen ( some sources say 17 ) she had a story published in '' The Young Churchman '' .,NOTE :,At thirteen ( NOTE : some sources say 17 ) she had a story published in '' The Young Churchman '' .,"Copy Editing(Rephrase without changing meaning,  improve grammar etc)"
3T5ZXGO9DFOJKXEK2WMK7ZEPSEJZQP,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:28 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:28 PST 2020,,,3I2PTA7R3UUQIMDSSYOC84M19JYQKJ,A681XM15AN28F,Submitted,Sat Feb 22 15:54:41 PST 2020,Sat Feb 22 15:55:00 PST 2020,Tue Feb 25 15:55:00 PST 2020,,,,19,0% (0/0),0% (0/0),0% (0/0),ICP holds a biennial convention drawing together school principals from all over the world for dialogue and professional development .,international,ICP holds a biennial international convention drawing together school principals from all over the world for dialogue and professional development .,"Copy Editing(Rephrase without changing meaning,  improve grammar etc)"
3BAWBGQGYMZS5V4V50OBM2KYZDLV7N,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:26 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:26 PST 2020,,,3DQQ64TANHLWDA6UHZSQWAQMRUMPWO,A681XM15AN28F,Submitted,Sat Feb 22 16:02:01 PST 2020,Sat Feb 22 16:02:12 PST 2020,Tue Feb 25 16:02:12 PST 2020,,,,11,0% (0/0),0% (0/0),0% (0/0),"In return , NEE posted a form on its website offering the opportunity to subscribe for one of the 40,000 blowjobs she will offer .",as a the promise of 40.000 blowjobs as a parody,"In return , NEE posted a form on its website offering the opportunity to subscribe for one of the 40,000 blowjobs she will offer as a the promise of 40.000 blowjobs as a parody .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
3FCO4VKOZ5DB3KI9AAZ1MYWCZIJ7EU,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:32 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:32 PST 2020,,,3SBEHTYCWO38LTEQJ5KU8AAQGOQYIJ,A681XM15AN28F,Submitted,Sat Feb 22 15:56:21 PST 2020,Sat Feb 22 15:56:33 PST 2020,Tue Feb 25 15:56:33 PST 2020,,,,12,0% (0/0),0% (0/0),0% (0/0),"The flower is distinctively yellow or orange with four petals , and hairy green sepals that fall off quickly after the flower opens .",coarsely,"The flower is distinctively yellow or orange with four petals , and coarsely hairy green sepals that fall off quickly after the flower opens .","Copy Editing(Rephrase without changing meaning,  improve grammar etc)"
3JVP4ZJHDQS91EKBLU4JSYKHJXKI0E,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:35 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:35 PST 2020,,,3SKEMFQBZ45KCIDW647CMD11FDDK83,A2V3GBDTA9KEU0,Submitted,Sat Feb 22 16:01:21 PST 2020,Sat Feb 22 16:02:02 PST 2020,Tue Feb 25 16:02:02 PST 2020,,,,41,0% (0/0),0% (0/0),0% (0/0),"After the accession of Catherine II ( who reigned as an Empress of Russia from June 28 , 1762 until 1796 ) , Shcherbatov participated the Established Commission ( 1767 - 1771 ) .",in,"After the accession of Catherine II ( who reigned as an Empress of Russia from June 28 , 1762 until 1796 ) , Shcherbatov participated in the Established Commission ( 1767 - 1771 ) .","Copy Editing(Rephrase without changing meaning,  improve grammar etc)"
3LCXHSGDLU6XMI21YDXCHPS8MWVSE1,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:28 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:28 PST 2020,,,3IKZ72A5B5GUZ38MBV5YOXZRWCUFNJ,A681XM15AN28F,Submitted,Sat Feb 22 15:51:27 PST 2020,Sat Feb 22 15:51:45 PST 2020,Tue Feb 25 15:51:45 PST 2020,,,,18,0% (0/0),0% (0/0),0% (0/0),The trademark is owned by Conair Corporation which acquired the brand following Cuisinart 's bankruptcy in 1989 .,a subsidiary of and,The trademark is a subsidiary of and owned by Conair Corporation which acquired the brand following Cuisinart 's bankruptcy in 1989 .,"Copy Editing(Rephrase without changing meaning,  improve grammar etc)"
3XEIP58NL1N8T0Y7AREOQDFVI8WZL0,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:26 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:26 PST 2020,,,308Q0PEVB9DTKS6IBTSE9THZ7F5I9E,AYJGJAIY0EXW,Submitted,Sat Feb 22 15:51:41 PST 2020,Sat Feb 22 15:52:11 PST 2020,Tue Feb 25 15:52:11 PST 2020,,,,30,0% (0/0),0% (0/0),0% (0/0),"Bent Martin ( born February 19 , 1943 ) is a Danish former professional footballer who played as a goalkeeper .","- Dead 2009 , February 3","Bent Martin ( born February 19 , 1943 - Dead 2009 , February 3 ) is a Danish former professional footballer who played as a goalkeeper .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
3OKP4QVBP3XR60CYN819WSJED64AG5,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:35 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:35 PST 2020,,,3FIJLY1B6V4U2OKZRAIQSM4MWRWFPG,AKSJ3C5O3V9RB,Submitted,Sat Feb 22 16:01:16 PST 2020,Sat Feb 22 16:01:57 PST 2020,Tue Feb 25 16:01:57 PST 2020,,,,41,100% (1/1),100% (1/1),100% (1/1),"Lutz was also used as the main filming location in the movie Edward Scissorhands , filmed on Tinsmith Circle .",in the neighborhood of Carpenter 's Run,"Lutz was also used as the main filming location in the movie Edward Scissorhands , filmed on Tinsmith Circle in the neighborhood of Carpenter 's Run .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
3IH9TRB0FCZ9835THD8J633ROPQI1H,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:35 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:35 PST 2020,,,384PI804XT10ICL1G93ZKKMTD9F0SE,A681XM15AN28F,Submitted,Sat Feb 22 16:01:54 PST 2020,Sat Feb 22 16:02:00 PST 2020,Tue Feb 25 16:02:00 PST 2020,,,,6,0% (0/0),0% (0/0),0% (0/0),"He considers an integral part of his education a trip he took in 1969 , on a homemade raft built of framing lumber and barrels , down the Mississippi River from Rock Island , Illinois to New Orleans .","Will Bagley , 1 April 2010","Will Bagley , 1 April 2010 He considers an integral part of his education a trip he took in 1969 , on a homemade raft built of framing lumber and barrels , down the Mississippi River from Rock Island , Illinois to New Orleans .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
3UL5XDRDNDJF7FUZ9EY4W4MUX9Q58E,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:32 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:32 PST 2020,,,3D8YOU6S9FKBB0ZK73EG8ME8B9L6U0,AKSJ3C5O3V9RB,Submitted,Sat Feb 22 15:57:43 PST 2020,Sat Feb 22 15:58:31 PST 2020,Tue Feb 25 15:58:31 PST 2020,,,,48,100% (1/1),100% (1/1),100% (1/1),"As Tokugawa Ieyasu rose to power , his domains increased , and as his domains increased , he began to hand out landholdings to his vassals , so that one by one , many of them became daimyo .",in the 16th century,"As Tokugawa Ieyasu rose to power in the 16th century , his domains increased , and as his domains increased , he began to hand out landholdings to his vassals , so that one by one , many of them became daimyo .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
338GLSUI44BPSW2XTOHIZ7D8YXASFJ,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:28 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:28 PST 2020,,,3Y9N9SS8LZBQXF1G26QTRJY0FIND3Q,A3QZMGTVA4VO44,Submitted,Sat Feb 22 15:51:38 PST 2020,Sat Feb 22 15:51:52 PST 2020,Tue Feb 25 15:51:52 PST 2020,,,,14,0% (0/0),0% (0/0),0% (0/0),"Joe Belland , Leon Burton , Al Carr , Tom Ford , Tom Futch , Tom Grassl , Bart Jankans , Clarence Osborne , Mike Stanhoff , & Jack Stovall were also on the roster .","Dave Fonner ,","Joe Belland , Leon Burton , Al Carr , Dave Fonner , Tom Ford , Tom Futch , Tom Grassl , Bart Jankans , Clarence Osborne , Mike Stanhoff , & Jack Stovall were also on the roster .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
36BTXXLZ2W83T15VUILUITBLN5J4RK,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:26 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:26 PST 2020,,,3KV0LJBBH3LLKBSVQPQSS7OAUAWMRM,A681XM15AN28F,Submitted,Sat Feb 22 15:59:55 PST 2020,Sat Feb 22 16:00:10 PST 2020,Tue Feb 25 16:00:10 PST 2020,,,,15,0% (0/0),0% (0/0),0% (0/0),"Celastrus orbiculatus is a strong competitor in its environment , and its dispersal has endangered the survival of several other species .",# biology and ecology,"Celastrus orbiculatus is a strong competitor # biology and ecology in its environment , and its dispersal has endangered the survival of several other species .","Copy Editing(Rephrase without changing meaning,  improve grammar etc)"
3MNJFORX8C4OMU4MHS4A6W3GKD35FV,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:35 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:35 PST 2020,,,3PB5A5BD0W6BAICU68URALDDXCQ7G0,AFKZZEURTCR8U,Submitted,Sat Feb 22 15:59:29 PST 2020,Sat Feb 22 16:00:11 PST 2020,Tue Feb 25 16:00:11 PST 2020,,,,42,0% (0/0),0% (0/0),0% (0/0),"There was also a Philco - Goodyear Television Playhouse presentation , '' Murder At The Stork Club '' , which was aired January 15 , 1950 .",on NBC,"There was also a Philco - Goodyear Television Playhouse presentation , '' Murder At The Stork Club '' , which was aired on NBC January 15 , 1950 .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
341YLJU21JZGXONP0H8XBMDWGV4I2Y,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:35 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:35 PST 2020,,,3IJXV6UZ1YJZOS245AS00EHTD1CRIB,A681XM15AN28F,Submitted,Sat Feb 22 15:59:50 PST 2020,Sat Feb 22 16:00:02 PST 2020,Tue Feb 25 16:00:02 PST 2020,,,,12,0% (0/0),0% (0/0),0% (0/0),"In May 2013 , ticket barriers were installed at the station .",automatic,"In May 2013 , automatic ticket barriers were installed at the station .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
391FPZIE4DMPL5L7DJ0IHT79Z99HUN,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:32 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:32 PST 2020,,,37UQDCYH6YVUSF2PV3TDAMGNKRE7VP,A3QZMGTVA4VO44,Submitted,Sat Feb 22 16:00:12 PST 2020,Sat Feb 22 16:00:19 PST 2020,Tue Feb 25 16:00:19 PST 2020,,,,7,0% (0/0),0% (0/0),0% (0/0),Lady Ashton was appointed Dame Grand Cross of the Order of St Michael and St George in the 2015 New Year Honours List following her retirement as High Commissioner of the EU .,a,Lady Ashton was appointed a Dame Grand Cross of the Order of St Michael and St George in the 2015 New Year Honours List following her retirement as High Commissioner of the EU .,"Adding spammy, useless or derogatory content"
3HXK2V1N4LF21XHUAT8UQA0G1IC2GQ,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:29 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:29 PST 2020,,,3TE3O857318VD7O2G778DYACO5F2RB,A681XM15AN28F,Submitted,Sat Feb 22 15:53:21 PST 2020,Sat Feb 22 15:53:29 PST 2020,Tue Feb 25 15:53:29 PST 2020,,,,8,0% (0/0),0% (0/0),0% (0/0),"His house , Belle Aire , still stands on a hill above Marumsco Creek , although by 2012 the acreage had been reduced to five acres and subdivision is expected .","14513 General Washington Drive in Woodbridge ,","His house , Belle Aire , 14513 General Washington Drive in Woodbridge , still stands on a hill above Marumsco Creek , although by 2012 the acreage had been reduced to five acres and subdivision is expected .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
3UQVX1UPFTH5QT69WRJR5ID0U1N02L,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:35 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:35 PST 2020,,,3AUQQEL7U6TGA425A484V760CD8V0D,AE03LUY7RH400,Submitted,Sat Feb 22 16:01:51 PST 2020,Sat Feb 22 16:02:17 PST 2020,Tue Feb 25 16:02:17 PST 2020,,,,26,0% (0/0),0% (0/0),0% (0/0),Gabriella Szűcs ( born 31 August 1984 in Oradea ) is a Romanian - born Hungarian handballer playing for the Hungarian national team .,Debreceni VSC and,Gabriella Szűcs ( born 31 August 1984 in Oradea ) is a Romanian - born Hungarian handballer playing for Debreceni VSC and the Hungarian national team .,Other
367O8HRHKH8FUG5897LZ83GH9724S8,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:26 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:26 PST 2020,,,3R2PKQ87NX88RCPC02WJEFNJ7EDIME,A1R5W4RQZTROD8,Submitted,Sat Feb 22 16:01:24 PST 2020,Sat Feb 22 16:02:23 PST 2020,Tue Feb 25 16:02:23 PST 2020,,,,59,0% (0/0),0% (0/0),0% (0/0),"It has been introduced to Chile , Australia and New Zealand , where it grows in '' Pinus radiata '' plantations .",reportedly,"It has been reportedly introduced to Chile , Australia and New Zealand , where it grows in '' Pinus radiata '' plantations .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
3L1EFR8WWU57NH6YKIHRIC8I69MF9W,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:35 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:35 PST 2020,,,3X66WABAJXIT9ZB74WR1X41XSA43GR,A1R5W4RQZTROD8,Submitted,Sat Feb 22 15:54:54 PST 2020,Sat Feb 22 15:55:34 PST 2020,Tue Feb 25 15:55:34 PST 2020,,,,40,0% (0/0),0% (0/0),0% (0/0),"Phyllis Barbara Lambert , ( née Bronfman ; born January 24 , 1927 ) is a Canadian philanthropist and member of the Bronfman family .",", architect ,","Phyllis Barbara Lambert , ( née Bronfman ; born January 24 , 1927 ) is a Canadian philanthropist , architect , and member of the Bronfman family .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
3B9J25CZ26DIPKIN2MRHR1S51KJCST,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:32 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:32 PST 2020,,,3IOEN3P9S8JV238M5F4WXK9B0CN610,A681XM15AN28F,Submitted,Sat Feb 22 15:55:32 PST 2020,Sat Feb 22 15:55:49 PST 2020,Tue Feb 25 15:55:49 PST 2020,,,,17,0% (0/0),0% (0/0),0% (0/0),"The smell evokes reactions from deep appreciation to intense disgust , and has been described variously as almonds , rotten onions , turpentine , raw sewage , and gym socks .",", and jizz","The smell evokes reactions from deep appreciation to intense disgust , and has been described variously as almonds , rotten onions , turpentine , raw sewage , and gym socks , and jizz .","Wikification ( formating style, adding or removing links etc)"
3DQYSJDTYMB5IZO0SN3ZGX901BXXEE,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:26 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:26 PST 2020,,,39N5ACM9HFNL1ETMOOIYIQIBTT0P9X,A3P7M9666KJCP,Submitted,Sat Feb 22 15:50:55 PST 2020,Sat Feb 22 15:51:08 PST 2020,Tue Feb 25 15:51:08 PST 2020,,,,13,0% (0/0),0% (0/0),0% (0/0),"The favorable relationship he established with Blathwayt contributed much to Dudley 's future success as a colonial administrator , although it also raised suspicions in the colony .",about his motives and ability to represent its interests,"The favorable relationship he established with Blathwayt contributed much to Dudley 's future success as a colonial administrator , although it also raised suspicions in the colony about his motives and ability to represent its interests .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
3S1L4CQSFY5LS0G3COVRE7J2CR4FAB,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:35 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:35 PST 2020,,,39GAF6DQWS0GHTNN6NC49CPAH5E1VM,A681XM15AN28F,Submitted,Sat Feb 22 15:58:26 PST 2020,Sat Feb 22 15:58:38 PST 2020,Tue Feb 25 15:58:38 PST 2020,,,,12,0% (0/0),0% (0/0),0% (0/0),Pahukoa was a four - year letterman for Washington from 1989 to 1992 .,and team captain,Pahukoa was a four - year letterman for Washington from 1989 to 1992 and team captain .,"Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
3TRB893CSKA9NYE0G5PPM1HOCYY7GB,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:32 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:32 PST 2020,,,3TS1AR6UQRE5WIGZVOO9S0D1WXQF79,AYJGJAIY0EXW,Submitted,Sat Feb 22 16:00:20 PST 2020,Sat Feb 22 16:00:31 PST 2020,Tue Feb 25 16:00:31 PST 2020,,,,11,0% (0/0),0% (0/0),0% (0/0),"Cedric is a male given name invented by Walter Scott in the 1819 novel '' Ivanhoe '' , based on '' Cerdic '' , the name of a 6th - century Saxon king .",Anglo -,"Cedric is a male given name invented by Walter Scott in the 1819 novel '' Ivanhoe '' , based on '' Cerdic '' , the name of a 6th - century Anglo - Saxon king .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
375VSR8FVX9JWYTKFBBKCPOUO0LZRQ,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:29 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:29 PST 2020,,,3D4CH1LGEBTFO10NL5SBOH4JS2E9GE,AE03LUY7RH400,Submitted,Sat Feb 22 15:57:37 PST 2020,Sat Feb 22 15:57:52 PST 2020,Tue Feb 25 15:57:52 PST 2020,,,,15,0% (0/0),0% (0/0),0% (0/0),"Salt from the salt evaporation ponds of Guerrero Negro on the Baja California peninsula is taken , by barge , to a deepwater salt dock near Puerto Morro Redondo , at the south end of Cedros Island , where it is loaded onto ships .",for export,"Salt from the salt evaporation ponds of Guerrero Negro on the Baja California peninsula is taken , by barge , to a deepwater salt dock near Puerto Morro Redondo , at the south end of Cedros Island , where it is loaded onto ships for export .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
39KV3A5D197CD3NRB5J6BF0R09S7SV,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:35 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:35 PST 2020,,,3Q5C1WP23N1ZJZ880WUR5EVB4HC15F,AE03LUY7RH400,Submitted,Sat Feb 22 15:56:53 PST 2020,Sat Feb 22 15:57:01 PST 2020,Tue Feb 25 15:57:01 PST 2020,,,,8,0% (0/0),0% (0/0),0% (0/0),"AOSD now refers to a wide range of software development techniques that support the modularization of crosscutting concerns in a software system , from requirement engineering to analysis and design , architecture , programming and implementation techniques , testing and software maintenance techniques .","business process management ,","AOSD now refers to a wide range of software development techniques that support the modularization of crosscutting concerns in a software system , from requirement engineering to business process management , analysis and design , architecture , programming and implementation techniques , testing and software maintenance techniques .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
3NSCTNUR20NTQ3NE6CIISVSPNXQA5N,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:29 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:29 PST 2020,,,37ZHEEHM6XMAG606BTN7RRO4T7L37O,A681XM15AN28F,Submitted,Sat Feb 22 15:54:22 PST 2020,Sat Feb 22 15:54:36 PST 2020,Tue Feb 25 15:54:36 PST 2020,,,,14,0% (0/0),0% (0/0),0% (0/0),"Goran Popovic , Serbian political writer and thinker , is from the Nis.He was a Serbian politician and German collaborationist during World War II. Although born in Nis he spent most of his life in Belgrade .",Gogi,"Goran Popovic Gogi , Serbian political writer and thinker , is from the Nis.He was a Serbian politician and German collaborationist during World War II. Although born in Nis he spent most of his life in Belgrade .","Copy Editing(Rephrase without changing meaning,  improve grammar etc)"
