,base_sentence,phrase,edited_sentence,label,base_tokens,phrase_tokens,edited_tokens,Final_Text
764,the first known english translation of '' blueberry '' appeared 18 months after its original french magazine publication ,and before its very first book publication in september 1965,the first known english translation of '' blueberry '' appeared 18 months after its original french magazine publication and before its very first book publication in september 1965 ,"Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['the', 'first', 'known', 'english', 'translation', 'of', ""''"", 'blueberry', ""''"", 'appeared', '18', 'months', 'after', 'its', 'original', 'french', 'magazine', 'publication', '']","['and', 'before', 'its', 'very', 'first', 'book', 'publication', 'in', 'september', '1965']","['[cls]', 'the', 'first', 'known', 'english', 'translation', 'of', ""''"", 'blueberry', ""''"", 'appeared', '18', 'months', 'after', 'its', 'original', 'french', 'magazine', 'publication', '[ps]', 'and', 'before', 'its', 'very', 'first', 'book', 'publication', 'in', 'september', '1965', '[pe]', '[sep]']",[cls] the first known english translation of '' blueberry '' appeared 18 months after its original french magazine publication [ps] and before its very first book publication in september 1965 [pe] [sep]
765,it had its premiere at the international film festival berlinale on friday 9th february 2007 ,where it was nomited for a teddy award for best feature,it had its premiere at the international film festival berlinale on friday 9th february 2007 where it was nomited for a teddy award for best feature ,"Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['it', 'had', 'its', 'premiere', 'at', 'the', 'international', 'film', 'festival', 'berlinale', 'on', 'friday', '9th', 'february', '2007', '']","['where', 'it', 'was', 'nomited', 'for', 'a', 'teddy', 'award', 'for', 'best', 'feature']","['[cls]', 'it', 'had', 'its', 'premiere', 'at', 'the', 'international', 'film', 'festival', 'berlinale', 'on', 'friday', '9th', 'february', '2007', '[ps]', 'where', 'it', 'was', 'nomited', 'for', 'a', 'teddy', 'award', 'for', 'best', 'feature', '[pe]', '[sep]']",[cls] it had its premiere at the international film festival berlinale on friday 9th february 2007 [ps] where it was nomited for a teddy award for best feature [pe] [sep]
766,"goes by the nicknames big craw , craw daddy and sun tan superman ",", and newly nicknamed big velvet","goes by the nicknames big craw , craw daddy and sun tan superman , and newly nicknamed big velvet ","Adding spammy, useless or derogatory content","['goes', 'by', 'the', 'nicknames', 'big', 'craw', ',', 'craw', 'daddy', 'and', 'sun', 'tan', 'superman', '']","[',', 'and', 'newly', 'nicknamed', 'big', 'velvet']","['[cls]', 'goes', 'by', 'the', 'nicknames', 'big', 'craw', '[ps]', ',', 'craw', 'daddy', 'and', 'sun', 'tan', 'superman', ',', 'and', 'newly', 'nicknamed', 'big', 'velvet', '[pe]', '[sep]']","[cls] goes by the nicknames big craw [ps] , craw daddy and sun tan superman , and newly nicknamed big velvet [pe] [sep]"
767,content in this edit is translated from the existing portuguese wikipedia article at ; see its history for attribution ,", specifically the approximate death date of 1978","content in this edit is translated from the existing portuguese wikipedia article at ; see its history for attribution , specifically the approximate death date of 1978 ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['content', 'in', 'this', 'edit', 'is', 'translated', 'from', 'the', 'existing', 'portuguese', 'wikipedia', 'article', 'at', ';', 'see', 'its', 'history', 'for', 'attribution', '']","[',', 'specifically', 'the', 'approximate', 'death', 'date', 'of', '1978']","['[cls]', 'content', 'in', 'this', 'edit', 'is', 'translated', 'from', 'the', 'existing', 'portuguese', 'wikipedia', 'article', 'at', ';', 'see', 'its', 'history', 'for', 'attribution', '[ps]', ',', 'specifically', 'the', 'approximate', 'death', 'date', 'of', '1978', '[pe]', '[sep]']","[cls] content in this edit is translated from the existing portuguese wikipedia article at ; see its history for attribution [ps] , specifically the approximate death date of 1978 [pe] [sep]"
768,"since chosen the first female chief of her village , she has spent several weeks each year in ghana ",", on the anniversary of her coronation","since chosen the first female chief of her village , she has spent several weeks each year in ghana , on the anniversary of her coronation ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['since', 'chosen', 'the', 'first', 'female', 'chief', 'of', 'her', 'village', ',', 'she', 'has', 'spent', 'several', 'weeks', 'each', 'year', 'in', 'ghana', '']","[',', 'on', 'the', 'anniversary', 'of', 'her', 'coronation']","['[cls]', 'since', 'chosen', 'the', 'first', 'female', 'chief', 'of', 'her', 'village', '[ps]', ',', 'she', 'has', 'spent', 'several', 'weeks', 'each', 'year', 'in', 'ghana', ',', 'on', 'the', 'anniversary', 'of', 'her', 'coronation', '[pe]', '[sep]']","[cls] since chosen the first female chief of her village [ps] , she has spent several weeks each year in ghana , on the anniversary of her coronation [pe] [sep]"
769,"hanya holm ( born march 3 , 1893 , worms , germany -- died november 3 , 1992 , new york city ) is known as one of the '' big four '' founders of american modern dance ",pbb 737,"hanya holm ( born march 3 , 1893 , worms , germany -- died november 3 , 1992 , new york city ) is known as one of the '' big four '' pbb 737 founders of american modern dance ","Copy Editing(Rephrase without changing meaning,  improve grammar etc)","['hanya', 'holm', '(', 'born', 'march', '3', ',', '1893', ',', 'worms', ',', 'germany', '--', 'died', 'november', '3', ',', '1992', ',', 'new', 'york', 'city', ')', 'is', 'known', 'as', 'one', 'of', 'the', ""''"", 'big', 'four', ""''"", 'founders', 'of', 'american', 'modern', 'dance', '']","['pbb', '737']","['[cls]', 'hanya', 'holm', '(', 'born', 'march', '3', ',', '1893', ',', 'worms', ',', 'germany', '--', 'died', 'november', '3', ',', '1992', ',', 'new', 'york', 'city', ')', 'is', 'known', 'as', 'one', 'of', 'the', ""''"", 'big', 'four', ""''"", '[ps]', 'pbb', '737', '[pe]', 'founders', 'of', 'american', 'modern', 'dance', '[sep]']","[cls] hanya holm ( born march 3 , 1893 , worms , germany -- died november 3 , 1992 , new york city ) is known as one of the '' big four '' [ps] pbb 737 [pe] founders of american modern dance [sep]"
770,the number of instars an insect depends on the species and the environmental conditions with cooler temperatures and lower humidity often slowing developmental rates ,completes,the number of instars an insect completes depends on the species and the environmental conditions with cooler temperatures and lower humidity often slowing developmental rates ,"Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['the', 'number', 'of', 'instars', 'an', 'insect', 'depends', 'on', 'the', 'species', 'and', 'the', 'environmental', 'conditions', 'with', 'cooler', 'temperatures', 'and', 'lower', 'humidity', 'often', 'slowing', 'developmental', 'rates', '']",['completes'],"['[cls]', 'the', 'number', 'of', 'instars', 'an', 'insect', '[ps]', 'completes', '[pe]', 'depends', 'on', 'the', 'species', 'and', 'the', 'environmental', 'conditions', 'with', 'cooler', 'temperatures', 'and', 'lower', 'humidity', 'often', 'slowing', 'developmental', 'rates', '[sep]']",[cls] the number of instars an insect [ps] completes [pe] depends on the species and the environmental conditions with cooler temperatures and lower humidity often slowing developmental rates [sep]
771,"oak hall is a building and property in brentwood , tennessee that dates from 1845 and was listed on the national register of historic places in 1986 ",on wilson pike,"oak hall is a building and property on wilson pike in brentwood , tennessee that dates from 1845 and was listed on the national register of historic places in 1986 ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['oak', 'hall', 'is', 'a', 'building', 'and', 'property', 'in', 'brentwood', ',', 'tennessee', 'that', 'dates', 'from', '1845', 'and', 'was', 'listed', 'on', 'the', 'national', 'register', 'of', 'historic', 'places', 'in', '1986', '']","['on', 'wilson', 'pike']","['[cls]', 'oak', 'hall', 'is', 'a', 'building', 'and', 'property', '[ps]', 'on', 'wilson', 'pike', '[pe]', 'in', 'brentwood', ',', 'tennessee', 'that', 'dates', 'from', '1845', 'and', 'was', 'listed', 'on', 'the', 'national', 'register', 'of', 'historic', 'places', 'in', '1986', '[sep]']","[cls] oak hall is a building and property [ps] on wilson pike [pe] in brentwood , tennessee that dates from 1845 and was listed on the national register of historic places in 1986 [sep]"
772,villa de zaragoza is a town and municipality in oaxaca in south - western mexico ,cuyamelcalco,cuyamelcalco villa de zaragoza is a town and municipality in oaxaca in south - western mexico ,"Wikification ( formating style, adding or removing links etc)","['villa', 'de', 'zaragoza', 'is', 'a', 'town', 'and', 'municipality', 'in', 'oaxaca', 'in', 'south', '-', 'western', 'mexico', '']",['cuyamelcalco'],"['[cls]', '[ps]', 'cuyamelcalco', '[pe]', 'villa', 'de', 'zaragoza', 'is', 'a', 'town', 'and', 'municipality', 'in', 'oaxaca', 'in', 'south', '-', 'western', 'mexico', '[sep]']",[cls] [ps] cuyamelcalco [pe] villa de zaragoza is a town and municipality in oaxaca in south - western mexico [sep]
773,the plesetsk cosmodrome is located in nearby mirniy ,of,the plesetsk cosmodrome is located in nearby of mirniy ,"Adding spammy, useless or derogatory content","['the', 'plesetsk', 'cosmodrome', 'is', 'located', 'in', 'nearby', 'mirniy', '']",['of'],"['[cls]', 'the', 'plesetsk', 'cosmodrome', 'is', 'located', 'in', 'nearby', '[ps]', 'of', '[pe]', 'mirniy', '[sep]']",[cls] the plesetsk cosmodrome is located in nearby [ps] of [pe] mirniy [sep]
774,"a scene ' was shown after the credits in other countries with jennifer lawrence , lucas till and josh helman as part of a deal with webb and fox ",from,"a scene from ' was shown after the credits in other countries with jennifer lawrence , lucas till and josh helman as part of a deal with webb and fox ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['a', 'scene', ""'"", 'was', 'shown', 'after', 'the', 'credits', 'in', 'other', 'countries', 'with', 'jennifer', 'lawrence', ',', 'lucas', 'till', 'and', 'josh', 'helman', 'as', 'part', 'of', 'a', 'deal', 'with', 'webb', 'and', 'fox', '']",['from'],"['[cls]', 'a', 'scene', '[ps]', 'from', '[pe]', ""'"", 'was', 'shown', 'after', 'the', 'credits', 'in', 'other', 'countries', 'with', 'jennifer', 'lawrence', ',', 'lucas', 'till', 'and', 'josh', 'helman', 'as', 'part', 'of', 'a', 'deal', 'with', 'webb', 'and', 'fox', '[sep]']","[cls] a scene [ps] from [pe] ' was shown after the credits in other countries with jennifer lawrence , lucas till and josh helman as part of a deal with webb and fox [sep]"
775,it was assigned an apparent functionality of recovering arms from the civilians but actually acted as an armament to protect the sheikh mujibur - regime from military coup and other armed challenges ,rahman,it was assigned an apparent functionality of recovering arms from the civilians but actually acted as an armament to protect the sheikh mujibur rahman - regime from military coup and other armed challenges ,"Copy Editing(Rephrase without changing meaning,  improve grammar etc)","['it', 'was', 'assigned', 'an', 'apparent', 'functionality', 'of', 'recovering', 'arms', 'from', 'the', 'civilians', 'but', 'actually', 'acted', 'as', 'an', 'armament', 'to', 'protect', 'the', 'sheikh', 'mujibur', '-', 'regime', 'from', 'military', 'coup', 'and', 'other', 'armed', 'challenges', '']",['rahman'],"['[cls]', 'it', 'was', 'assigned', 'an', 'apparent', 'functionality', 'of', 'recovering', 'arms', 'from', 'the', 'civilians', 'but', 'actually', 'acted', 'as', 'an', 'armament', 'to', 'protect', 'the', 'sheikh', 'mujibur', '[ps]', 'rahman', '[pe]', '-', 'regime', 'from', 'military', 'coup', 'and', 'other', 'armed', 'challenges', '[sep]']",[cls] it was assigned an apparent functionality of recovering arms from the civilians but actually acted as an armament to protect the sheikh mujibur [ps] rahman [pe] - regime from military coup and other armed challenges [sep]
776,one of first messages hawking produced in on his speech generating device was a request for his assistant to help him finish writing '' a brief history of time '' ,the,one of the first messages hawking produced in on his speech generating device was a request for his assistant to help him finish writing '' a brief history of time '' ,"Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['one', 'of', 'first', 'messages', 'hawking', 'produced', 'in', 'on', 'his', 'speech', 'generating', 'device', 'was', 'a', 'request', 'for', 'his', 'assistant', 'to', 'help', 'him', 'finish', 'writing', ""''"", 'a', 'brief', 'history', 'of', 'time', ""''"", '']",['the'],"['[cls]', 'one', 'of', '[ps]', 'the', '[pe]', 'first', 'messages', 'hawking', 'produced', 'in', 'on', 'his', 'speech', 'generating', 'device', 'was', 'a', 'request', 'for', 'his', 'assistant', 'to', 'help', 'him', 'finish', 'writing', ""''"", 'a', 'brief', 'history', 'of', 'time', ""''"", '[sep]']",[cls] one of [ps] the [pe] first messages hawking produced in on his speech generating device was a request for his assistant to help him finish writing '' a brief history of time '' [sep]
777,"born on kumbhom 27 , 1044 ( me ) ( 1869 ad ) at chengannur ",in very repected ezhava family,"born on kumbhom 27 , 1044 ( me ) ( 1869 ad ) at chengannur in very repected ezhava family ","Copy Editing(Rephrase without changing meaning,  improve grammar etc)","['born', 'on', 'kumbhom', '27', ',', '1044', '(', 'me', ')', '(', '1869', 'ad', ')', 'at', 'chengannur', '']","['in', 'very', 'repected', 'ezhava', 'family']","['[cls]', 'born', 'on', 'kumbhom', '27', ',', '1044', '(', 'me', ')', '(', '1869', 'ad', ')', 'at', 'chengannur', '[ps]', 'in', 'very', 'repected', 'ezhava', 'family', '[pe]', '[sep]']","[cls] born on kumbhom 27 , 1044 ( me ) ( 1869 ad ) at chengannur [ps] in very repected ezhava family [pe] [sep]"
778,"the 2001 population census recorded that birmingham had a pakistani origin population of 104,017 ; with alum rock having the highest pakistani population in birmingham and northfield , the lowest ",small heath and,"the 2001 population census recorded that birmingham had a pakistani origin population of 104,017 ; with small heath and alum rock having the highest pakistani population in birmingham and northfield , the lowest ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['the', '2001', 'population', 'census', 'recorded', 'that', 'birmingham', 'had', 'a', 'pakistani', 'origin', 'population', 'of', '104,017', ';', 'with', 'alum', 'rock', 'having', 'the', 'highest', 'pakistani', 'population', 'in', 'birmingham', 'and', 'northfield', ',', 'the', 'lowest', '']","['small', 'heath', 'and']","['[cls]', 'the', '2001', 'population', 'census', 'recorded', 'that', 'birmingham', 'had', 'a', 'pakistani', 'origin', 'population', 'of', '104,017', ';', 'with', '[ps]', 'small', 'heath', 'and', '[pe]', 'alum', 'rock', 'having', 'the', 'highest', 'pakistani', 'population', 'in', 'birmingham', 'and', 'northfield', ',', 'the', 'lowest', '[sep]']","[cls] the 2001 population census recorded that birmingham had a pakistani origin population of 104,017 ; with [ps] small heath and [pe] alum rock having the highest pakistani population in birmingham and northfield , the lowest [sep]"
779,when he 's not programming or creating small programs for simple solutions to help small business owners ,grow,when he 's not programming or creating small programs for simple solutions to help small business owners grow ,"Copy Editing(Rephrase without changing meaning,  improve grammar etc)","['when', 'he', ""'s"", 'not', 'programming', 'or', 'creating', 'small', 'programs', 'for', 'simple', 'solutions', 'to', 'help', 'small', 'business', 'owners', '']",['grow'],"['[cls]', 'when', 'he', ""'s"", 'not', 'programming', 'or', 'creating', 'small', 'programs', 'for', 'simple', 'solutions', 'to', 'help', 'small', 'business', 'owners', '[ps]', 'grow', '[pe]', '[sep]']",[cls] when he 's not programming or creating small programs for simple solutions to help small business owners [ps] grow [pe] [sep]
780,"obama was not named after the president , but the city has established ties to benefit from the historical political event ",", japan","obama , japan was not named after the president , but the city has established ties to benefit from the historical political event ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['obama', 'was', 'not', 'named', 'after', 'the', 'president', ',', 'but', 'the', 'city', 'has', 'established', 'ties', 'to', 'benefit', 'from', 'the', 'historical', 'political', 'event', '']","[',', 'japan']","['[cls]', 'obama', '[ps]', ',', 'japan', '[pe]', 'was', 'not', 'named', 'after', 'the', 'president', ',', 'but', 'the', 'city', 'has', 'established', 'ties', 'to', 'benefit', 'from', 'the', 'historical', 'political', 'event', '[sep]']","[cls] obama [ps] , japan [pe] was not named after the president , but the city has established ties to benefit from the historical political event [sep]"
781,"the matter was rendered moot eriksson resigned from lazio shortly after the turn of the year , allowing him to take over before england had to play another match ",when,"the matter was rendered moot when eriksson resigned from lazio shortly after the turn of the year , allowing him to take over before england had to play another match ","Copy Editing(Rephrase without changing meaning,  improve grammar etc)","['the', 'matter', 'was', 'rendered', 'moot', 'eriksson', 'resigned', 'from', 'lazio', 'shortly', 'after', 'the', 'turn', 'of', 'the', 'year', ',', 'allowing', 'him', 'to', 'take', 'over', 'before', 'england', 'had', 'to', 'play', 'another', 'match', '']",['when'],"['[cls]', 'the', 'matter', 'was', 'rendered', 'moot', '[ps]', 'when', '[pe]', 'eriksson', 'resigned', 'from', 'lazio', 'shortly', 'after', 'the', 'turn', 'of', 'the', 'year', ',', 'allowing', 'him', 'to', 'take', 'over', 'before', 'england', 'had', 'to', 'play', 'another', 'match', '[sep]']","[cls] the matter was rendered moot [ps] when [pe] eriksson resigned from lazio shortly after the turn of the year , allowing him to take over before england had to play another match [sep]"
782,"osu are a group of people whose ancestors were dedicated to serving in shrines and temples for the deities of the igbo , and therefore were property of the gods ",deemed,"osu are a group of people whose ancestors were dedicated to serving in shrines and temples for the deities of the igbo , and therefore were deemed property of the gods ","Copy Editing(Rephrase without changing meaning,  improve grammar etc)","['osu', 'are', 'a', 'group', 'of', 'people', 'whose', 'ancestors', 'were', 'dedicated', 'to', 'serving', 'in', 'shrines', 'and', 'temples', 'for', 'the', 'deities', 'of', 'the', 'igbo', ',', 'and', 'therefore', 'were', 'property', 'of', 'the', 'gods', '']",['deemed'],"['[cls]', 'osu', 'are', 'a', 'group', 'of', 'people', 'whose', 'ancestors', 'were', 'dedicated', 'to', 'serving', 'in', 'shrines', 'and', 'temples', 'for', 'the', 'deities', 'of', 'the', 'igbo', ',', 'and', 'therefore', 'were', '[ps]', 'deemed', '[pe]', 'property', 'of', 'the', 'gods', '[sep]']","[cls] osu are a group of people whose ancestors were dedicated to serving in shrines and temples for the deities of the igbo , and therefore were [ps] deemed [pe] property of the gods [sep]"
783,atlanta ( usa ) and new york city ( usa ) ,they also have regional offices in,they also have regional offices in atlanta ( usa ) and new york city ( usa ) ,"Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['atlanta', '(', 'usa', ')', 'and', 'new', 'york', 'city', '(', 'usa', ')', '']","['they', 'also', 'have', 'regional', 'offices', 'in']","['[cls]', '[ps]', 'they', 'also', 'have', 'regional', 'offices', 'in', '[pe]', 'atlanta', '(', 'usa', ')', 'and', 'new', 'york', 'city', '(', 'usa', ')', '[sep]']",[cls] [ps] they also have regional offices in [pe] atlanta ( usa ) and new york city ( usa ) [sep]
784,"jsc zarubezhneft is a russian state - controlled oil company that specializes in exploration , development and operation of oil and gas fields outside russian territory ",based in moscow,"jsc zarubezhneft is a russian state - controlled oil company based in moscow that specializes in exploration , development and operation of oil and gas fields outside russian territory ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['jsc', 'zarubezhneft', 'is', 'a', 'russian', 'state', '-', 'controlled', 'oil', 'company', 'that', 'specializes', 'in', 'exploration', ',', 'development', 'and', 'operation', 'of', 'oil', 'and', 'gas', 'fields', 'outside', 'russian', 'territory', '']","['based', 'in', 'moscow']","['[cls]', 'jsc', 'zarubezhneft', 'is', 'a', 'russian', 'state', '-', 'controlled', 'oil', 'company', '[ps]', 'based', 'in', 'moscow', '[pe]', 'that', 'specializes', 'in', 'exploration', ',', 'development', 'and', 'operation', 'of', 'oil', 'and', 'gas', 'fields', 'outside', 'russian', 'territory', '[sep]']","[cls] jsc zarubezhneft is a russian state - controlled oil company [ps] based in moscow [pe] that specializes in exploration , development and operation of oil and gas fields outside russian territory [sep]"
785,"the arboretum du puy du fou is an arboretum within the '' grand parc du puy du fou '' theme park located on la papinière , les epesses , vendée , pays de la loire , france ",", a","the arboretum du puy du fou is an arboretum within the '' grand parc du puy du fou '' , a theme park located on la papinière , les epesses , vendée , pays de la loire , france ","Copy Editing(Rephrase without changing meaning,  improve grammar etc)","['the', 'arboretum', 'du', 'puy', 'du', 'fou', 'is', 'an', 'arboretum', 'within', 'the', ""''"", 'grand', 'parc', 'du', 'puy', 'du', 'fou', ""''"", 'theme', 'park', 'located', 'on', 'la', 'papinière', ',', 'les', 'epesses', ',', 'vendée', ',', 'pays', 'de', 'la', 'loire', ',', 'france', '']","[',', 'a']","['[cls]', 'the', 'arboretum', 'du', 'puy', 'du', 'fou', 'is', 'an', 'arboretum', 'within', 'the', ""''"", 'grand', 'parc', 'du', 'puy', 'du', 'fou', ""''"", '[ps]', ',', 'a', '[pe]', 'theme', 'park', 'located', 'on', 'la', 'papinière', ',', 'les', 'epesses', ',', 'vendée', ',', 'pays', 'de', 'la', 'loire', ',', 'france', '[sep]']","[cls] the arboretum du puy du fou is an arboretum within the '' grand parc du puy du fou '' [ps] , a [pe] theme park located on la papinière , les epesses , vendée , pays de la loire , france [sep]"
786,the school was previously named nork park school ,picquets way school then named,the school was previously named picquets way school then named nork park school ,"Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['the', 'school', 'was', 'previously', 'named', 'nork', 'park', 'school', '']","['picquets', 'way', 'school', 'then', 'named']","['[cls]', 'the', 'school', 'was', 'previously', 'named', '[ps]', '[pe]', 'picquets', 'way', 'school', 'then', 'named', 'nork', 'park', 'school', '[sep]']",[cls] the school was previously named [ps] [pe] picquets way school then named nork park school [sep]
787,"the representations of countries also part of the historical axis powers , such as hungary , make additional appearances ",as narrated by xaideg,"the representations of countries also part of the historical axis powers , such as hungary , make additional appearances as narrated by xaideg ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['the', 'representations', 'of', 'countries', 'also', 'part', 'of', 'the', 'historical', 'axis', 'powers', ',', 'such', 'as', 'hungary', ',', 'make', 'additional', 'appearances', '']","['as', 'narrated', 'by', 'xaideg']","['[cls]', 'the', 'representations', 'of', 'countries', 'also', 'part', 'of', 'the', 'historical', 'axis', 'powers', ',', 'such', '[ps]', 'as', 'hungary', ',', 'make', 'additional', 'appearances', 'as', 'narrated', 'by', 'xaideg', '[pe]', '[sep]']","[cls] the representations of countries also part of the historical axis powers , such [ps] as hungary , make additional appearances as narrated by xaideg [pe] [sep]"
788,"here , children from three years of age and upwards come into contact with elements of classical music for the first time ",often,"here , children from three years of age and upwards often come into contact with elements of classical music for the first time ","Adding spammy, useless or derogatory content","['here', ',', 'children', 'from', 'three', 'years', 'of', 'age', 'and', 'upwards', 'come', 'into', 'contact', 'with', 'elements', 'of', 'classical', 'music', 'for', 'the', 'first', 'time', '']",['often'],"['[cls]', 'here', ',', 'children', 'from', 'three', 'years', 'of', 'age', 'and', 'upwards', '[ps]', 'often', '[pe]', 'come', 'into', 'contact', 'with', 'elements', 'of', 'classical', 'music', 'for', 'the', 'first', 'time', '[sep]']","[cls] here , children from three years of age and upwards [ps] often [pe] come into contact with elements of classical music for the first time [sep]"
789,some of the things above could have been done in 1956 but i expect most were after the 350 inventions or just technically not possible ,or both,some of the things above could have been done in 1956 but i expect most were after the 350 inventions or just technically not possible or both ,"Adding spammy, useless or derogatory content","['some', 'of', 'the', 'things', 'above', 'could', 'have', 'been', 'done', 'in', '1956', 'but', 'i', 'expect', 'most', 'were', 'after', 'the', '350', 'inventions', 'or', 'just', 'technically', 'not', 'possible', '']","['or', 'both']","['[cls]', 'some', 'of', 'the', 'things', 'above', 'could', 'have', 'been', 'done', 'in', '1956', 'but', 'i', 'expect', 'most', 'were', 'after', 'the', '350', 'inventions', '[ps]', 'or', 'just', 'technically', 'not', 'possible', 'or', 'both', '[pe]', '[sep]']",[cls] some of the things above could have been done in 1956 but i expect most were after the 350 inventions [ps] or just technically not possible or both [pe] [sep]
790,"this erroneous statement was made even though he had never visited the area , which is in a predominantly white working class area ","church says its schools must be open to all , independent jan 15 , 2002 , richard gardner","church says its schools must be open to all , independent jan 15 , 2002 , richard gardner this erroneous statement was made even though he had never visited the area , which is in a predominantly white working class area ",Other,"['this', 'erroneous', 'statement', 'was', 'made', 'even', 'though', 'he', 'had', 'never', 'visited', 'the', 'area', ',', 'which', 'is', 'in', 'a', 'predominantly', 'white', 'working', 'class', 'area', '']","['church', 'says', 'its', 'schools', 'must', 'be', 'open', 'to', 'all', ',', 'independent', 'jan', '15', ',', '2002', ',', 'richard', 'gardner']","['[cls]', '[ps]', 'church', 'says', 'its', 'schools', 'must', 'be', 'open', 'to', 'all', ',', 'independent', 'jan', '15', ',', '2002', ',', 'richard', 'gardner', '[pe]', 'this', 'erroneous', 'statement', 'was', 'made', 'even', 'though', 'he', 'had', 'never', 'visited', 'the', 'area', ',', 'which', 'is', 'in', 'a', 'predominantly', 'white', 'working', 'class', 'area', '[sep]']","[cls] [ps] church says its schools must be open to all , independent jan 15 , 2002 , richard gardner [pe] this erroneous statement was made even though he had never visited the area , which is in a predominantly white working class area [sep]"
791,bishop audum eivindssön ( 1426 - 55 ) built many churches and gave the episcopal tithes of valdres to the brigittines of munkalif near bergen in 1441 in their hour of need ,abbey,bishop audum eivindssön ( 1426 - 55 ) built many churches and gave the episcopal tithes of valdres to the brigittines of munkalif abbey near bergen in 1441 in their hour of need ,"Copy Editing(Rephrase without changing meaning,  improve grammar etc)","['bishop', 'audum', 'eivindssön', '(', '1426', '-', '55', ')', 'built', 'many', 'churches', 'and', 'gave', 'the', 'episcopal', 'tithes', 'of', 'valdres', 'to', 'the', 'brigittines', 'of', 'munkalif', 'near', 'bergen', 'in', '1441', 'in', 'their', 'hour', 'of', 'need', '']",['abbey'],"['[cls]', 'bishop', 'audum', 'eivindssön', '(', '1426', '-', '55', ')', 'built', 'many', 'churches', 'and', 'gave', 'the', 'episcopal', 'tithes', 'of', 'valdres', 'to', 'the', 'brigittines', 'of', 'munkalif', '[ps]', 'abbey', '[pe]', 'near', 'bergen', 'in', '1441', 'in', 'their', 'hour', 'of', 'need', '[sep]']",[cls] bishop audum eivindssön ( 1426 - 55 ) built many churches and gave the episcopal tithes of valdres to the brigittines of munkalif [ps] abbey [pe] near bergen in 1441 in their hour of need [sep]
792,"park forest village is located at ( 40801060 , -77909423 ) ",in southern centre county,"park forest village is located in southern centre county at ( 40801060 , -77909423 ) ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['park', 'forest', 'village', 'is', 'located', 'at', '(', '40801060', ',', '-77909423', ')', '']","['in', 'southern', 'centre', 'county']","['[cls]', 'park', 'forest', 'village', 'is', 'located', '[ps]', 'in', 'southern', 'centre', 'county', '[pe]', 'at', '(', '40801060', ',', '-77909423', ')', '[sep]']","[cls] park forest village is located [ps] in southern centre county [pe] at ( 40801060 , -77909423 ) [sep]"
793,"in 2011 , former headteacher mr eamon connolly retired and mr mark franchetti is now the current headteacher ",i was fat,"in 2011 i was fat , former headteacher mr eamon connolly retired and mr mark franchetti is now the current headteacher ","Copy Editing(Rephrase without changing meaning,  improve grammar etc)","['in', '2011', ',', 'former', 'headteacher', 'mr', 'eamon', 'connolly', 'retired', 'and', 'mr', 'mark', 'franchetti', 'is', 'now', 'the', 'current', 'headteacher', '']","['i', 'was', 'fat']","['[cls]', 'in', '2011', '[ps]', 'i', 'was', 'fat', '[pe]', ',', 'former', 'headteacher', 'mr', 'eamon', 'connolly', 'retired', 'and', 'mr', 'mark', 'franchetti', 'is', 'now', 'the', 'current', 'headteacher', '[sep]']","[cls] in 2011 [ps] i was fat [pe] , former headteacher mr eamon connolly retired and mr mark franchetti is now the current headteacher [sep]"
